,Unnamed: 0,ID,economy,wbcodev2,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited,period
8476,8476,TJK1981,Tajikistan,TJK,Europe & Central Asia,Low income,1981,55.0,75,Yes,Yes,Yes,No,1977-1981
8477,8477,TJK1982,Tajikistan,TJK,Europe & Central Asia,Low income,1982,55.0,75,Yes,Yes,Yes,No,1982-1986
8478,8478,TJK1983,Tajikistan,TJK,Europe & Central Asia,Low income,1983,55.0,75,Yes,Yes,Yes,No,1982-1986
8479,8479,TJK1984,Tajikistan,TJK,Europe & Central Asia,Low income,1984,55.0,75,Yes,Yes,Yes,No,1982-1986
8480,8480,TJK1985,Tajikistan,TJK,Europe & Central Asia,Low income,1985,55.0,75,Yes,Yes,Yes,No,1982-1986
8481,8481,TJK1986,Tajikistan,TJK,Europe & Central Asia,Low income,1986,55.0,75,Yes,Yes,Yes,No,1982-1986
8482,8482,TJK1987,Tajikistan,TJK,Europe & Central Asia,Low income,1987,55.0,75,Yes,Yes,Yes,No,1987-1991
8483,8483,TJK1988,Tajikistan,TJK,Europe & Central Asia,Low income,1988,55.0,75,Yes,Yes,Yes,No,1987-1991
8484,8484,TJK1989,Tajikistan,TJK,Europe & Central Asia,Low income,1989,55.0,75,Yes,Yes,Yes,No,1987-1991
8485,8485,TJK1990,Tajikistan,TJK,Europe & Central Asia,Low income,1990,55.0,75,Yes,Yes,Yes,No,1987-1991
8486,8486,TJK1991,Tajikistan,TJK,Europe & Central Asia,Low income,1991,55.0,75,Yes,Yes,Yes,No,1987-1991
8487,8487,TJK1992,Tajikistan,TJK,Europe & Central Asia,Low income,1992,55.0,75,Yes,Yes,Yes,No,1992-1996
8488,8488,TJK1993,Tajikistan,TJK,Europe & Central Asia,Low income,1993,55.0,75,Yes,Yes,Yes,No,1992-1996
8489,8489,TJK1994,Tajikistan,TJK,Europe & Central Asia,Low income,1994,55.0,75,Yes,Yes,Yes,No,1992-1996
8490,8490,TJK1995,Tajikistan,TJK,Europe & Central Asia,Low income,1995,58.1,75,Yes,Yes,Yes,No,1992-1996
8491,8491,TJK1996,Tajikistan,TJK,Europe & Central Asia,Low income,1996,58.1,75,Yes,Yes,Yes,No,1992-1996
8492,8492,TJK1997,Tajikistan,TJK,Europe & Central Asia,Low income,1997,58.1,75,Yes,Yes,Yes,No,1997-2001
8493,8493,TJK1998,Tajikistan,TJK,Europe & Central Asia,Low income,1998,70.0,75,Yes,Yes,Yes,No,1997-2001
8494,8494,TJK1999,Tajikistan,TJK,Europe & Central Asia,Low income,1999,70.0,75,Yes,Yes,Yes,No,1997-2001
8495,8495,TJK2000,Tajikistan,TJK,Europe & Central Asia,Low income,2000,70.0,75,Yes,Yes,Yes,No,1997-2001
8496,8496,TJK2001,Tajikistan,TJK,Europe & Central Asia,Low income,2001,70.0,75,Yes,Yes,Yes,No,1997-2001
8497,8497,TJK2002,Tajikistan,TJK,Europe & Central Asia,Low income,2002,70.0,75,Yes,Yes,Yes,No,2002-2006
8498,8498,TJK2003,Tajikistan,TJK,Europe & Central Asia,Low income,2003,70.0,75,Yes,Yes,Yes,No,2002-2006
8499,8499,TJK2004,Tajikistan,TJK,Europe & Central Asia,Low income,2004,70.0,75,Yes,Yes,Yes,No,2002-2006
8500,8500,TJK2005,Tajikistan,TJK,Europe & Central Asia,Low income,2005,70.0,75,Yes,Yes,Yes,No,2002-2006
8501,8501,TJK2006,Tajikistan,TJK,Europe & Central Asia,Low income,2006,73.1,100,Yes,Yes,Yes,Yes,2002-2006
8502,8502,TJK2007,Tajikistan,TJK,Europe & Central Asia,Low income,2007,73.1,100,Yes,Yes,Yes,Yes,2007-2011
8503,8503,TJK2008,Tajikistan,TJK,Europe & Central Asia,Low income,2008,73.1,100,Yes,Yes,Yes,Yes,2007-2011
8504,8504,TJK2009,Tajikistan,TJK,Europe & Central Asia,Low income,2009,73.1,100,Yes,Yes,Yes,Yes,2007-2011
8505,8505,TJK2010,Tajikistan,TJK,Europe & Central Asia,Low income,2010,73.1,100,Yes,Yes,Yes,Yes,2007-2011
8506,8506,TJK2011,Tajikistan,TJK,Europe & Central Asia,Low income,2011,73.1,100,Yes,Yes,Yes,Yes,2007-2011
8507,8507,TJK2012,Tajikistan,TJK,Europe & Central Asia,Low income,2012,73.1,100,Yes,Yes,Yes,Yes,2012-2016
8508,8508,TJK2013,Tajikistan,TJK,Europe & Central Asia,Low income,2013,73.1,100,Yes,Yes,Yes,Yes,2012-2016
8509,8509,TJK2014,Tajikistan,TJK,Europe & Central Asia,Low income,2014,75.6,100,Yes,Yes,Yes,Yes,2012-2016
8510,8510,TJK2015,Tajikistan,TJK,Europe & Central Asia,Low income,2015,75.6,100,Yes,Yes,Yes,Yes,2012-2016
8511,8511,TJK2016,Tajikistan,TJK,Europe & Central Asia,Low income,2016,75.6,100,Yes,Yes,Yes,Yes,2012-2016
8512,8512,TJK2017,Tajikistan,TJK,Europe & Central Asia,Low income,2017,75.6,100,Yes,Yes,Yes,Yes,2017-2021
8513,8513,TJK2018,Tajikistan,TJK,Europe & Central Asia,Low income,2018,78.8,100,Yes,Yes,Yes,Yes,2017-2021
8514,8514,TJK2019,Tajikistan,TJK,Europe & Central Asia,Low income,2019,78.8,100,Yes,Yes,Yes,Yes,2017-2021
8515,8515,TJK2020,Tajikistan,TJK,Europe & Central Asia,Low income,2020,78.8,100,Yes,Yes,Yes,Yes,2017-2021
8516,8516,TJK2021,Tajikistan,TJK,Europe & Central Asia,Low income,2021,78.8,100,Yes,Yes,Yes,Yes,2017-2021
8518,8518,TMP1972,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1972,31.9,0,No,No,No,No,1972-1976
8519,8519,TMP1973,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1973,31.9,0,No,No,No,No,1972-1976
8520,8520,TMP1974,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1974,31.9,0,No,No,No,No,1972-1976
8521,8521,TMP1975,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1975,31.9,0,No,No,No,No,1972-1976
8522,8522,TMP1976,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1976,31.9,0,No,No,No,No,1972-1976
8523,8523,TMP1977,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1977,31.9,0,No,No,No,No,1977-1981
8524,8524,TMP1978,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1978,38.1,0,No,No,No,No,1977-1981
8525,8525,TMP1979,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1979,38.1,0,No,No,No,No,1977-1981
8526,8526,TMP1980,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1980,38.1,0,No,No,No,No,1977-1981
8527,8527,TMP1981,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1981,38.1,0,No,No,No,No,1977-1981
8528,8528,TMP1982,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1982,38.1,0,No,No,No,No,1982-1986
8529,8529,TMP1983,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1983,38.1,0,No,No,No,No,1982-1986
8530,8530,TMP1984,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1984,38.1,0,No,No,No,No,1982-1986
8531,8531,TMP1985,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1985,38.1,0,No,No,No,No,1982-1986
8532,8532,TMP1986,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1986,38.1,0,No,No,No,No,1982-1986
8533,8533,TMP1987,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1987,38.1,0,No,No,No,No,1987-1991
8534,8534,TMP1988,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1988,38.1,0,No,No,No,No,1987-1991
8535,8535,TMP1989,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1989,38.1,0,No,No,No,No,1987-1991
8536,8536,TMP1990,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1990,38.1,0,No,No,No,No,1987-1991
8537,8537,TMP1991,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1991,38.1,0,No,No,No,No,1987-1991
8538,8538,TMP1992,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1992,38.1,0,No,No,No,No,1992-1996
8539,8539,TMP1993,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1993,38.1,0,No,No,No,No,1992-1996
8540,8540,TMP1994,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1994,38.1,0,No,No,No,No,1992-1996
8541,8541,TMP1995,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1995,38.1,0,No,No,No,No,1992-1996
8542,8542,TMP1996,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1996,38.1,0,No,No,No,No,1992-1996
8543,8543,TMP1997,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1997,38.1,0,No,No,No,No,1997-2001
8544,8544,TMP1998,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1998,38.1,0,No,No,No,No,1997-2001
8545,8545,TMP1999,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,1999,40.6,0,No,No,No,No,1997-2001
8546,8546,TMP2000,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2000,40.6,0,No,No,No,No,1997-2001
8547,8547,TMP2001,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2001,40.6,0,No,No,No,No,1997-2001
8548,8548,TMP2002,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2002,40.6,0,No,No,No,No,2002-2006
8549,8549,TMP2003,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2003,50.0,0,No,No,No,No,2002-2006
8550,8550,TMP2004,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2004,50.0,0,No,No,No,No,2002-2006
8551,8551,TMP2005,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2005,53.1,25,No,Yes,No,No,2002-2006
8552,8552,TMP2006,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2006,53.1,25,No,Yes,No,No,2002-2006
8553,8553,TMP2007,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2007,53.1,25,No,Yes,No,No,2007-2011
8554,8554,TMP2008,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2008,53.1,25,No,Yes,No,No,2007-2011
8555,8555,TMP2009,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2009,53.1,25,No,Yes,No,No,2007-2011
8556,8556,TMP2010,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2010,53.1,25,No,Yes,No,No,2007-2011
8557,8557,TMP2011,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2011,53.1,25,No,Yes,No,No,2007-2011
8558,8558,TMP2012,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2012,55.6,25,No,Yes,No,No,2012-2016
8559,8559,TMP2013,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2013,77.5,75,Yes,Yes,Yes,No,2012-2016
8560,8560,TMP2014,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2014,77.5,75,Yes,Yes,Yes,No,2012-2016
8561,8561,TMP2015,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2015,77.5,75,Yes,Yes,Yes,No,2012-2016
8562,8562,TMP2016,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2016,77.5,75,Yes,Yes,Yes,No,2012-2016
8563,8563,TMP2017,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2017,77.5,75,Yes,Yes,Yes,No,2017-2021
8564,8564,TMP2018,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2018,80.0,75,Yes,Yes,Yes,No,2017-2021
8565,8565,TMP2019,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2019,83.1,75,Yes,Yes,Yes,No,2017-2021
8566,8566,TMP2020,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2020,83.1,75,Yes,Yes,Yes,No,2017-2021
8567,8567,TMP2021,Timor-Leste,TMP,East Asia & Pacific,Lower middle income,2021,83.1,75,Yes,Yes,Yes,No,2017-2021
8569,8569,TON1972,Tonga,TON,East Asia & Pacific,Upper middle income,1972,50.0,75,Yes,Yes,Yes,No,1972-1976
8570,8570,TON1973,Tonga,TON,East Asia & Pacific,Upper middle income,1973,50.0,75,Yes,Yes,Yes,No,1972-1976
8571,8571,TON1974,Tonga,TON,East Asia & Pacific,Upper middle income,1974,50.0,75,Yes,Yes,Yes,No,1972-1976
8572,8572,TON1975,Tonga,TON,East Asia & Pacific,Upper middle income,1975,50.0,75,Yes,Yes,Yes,No,1972-1976
8573,8573,TON1976,Tonga,TON,East Asia & Pacific,Upper middle income,1976,50.0,75,Yes,Yes,Yes,No,1972-1976
8574,8574,TON1977,Tonga,TON,East Asia & Pacific,Upper middle income,1977,50.0,75,Yes,Yes,Yes,No,1977-1981
8575,8575,TON1978,Tonga,TON,East Asia & Pacific,Upper middle income,1978,50.0,75,Yes,Yes,Yes,No,1977-1981
8576,8576,TON1979,Tonga,TON,East Asia & Pacific,Upper middle income,1979,50.0,75,Yes,Yes,Yes,No,1977-1981
8577,8577,TON1980,Tonga,TON,East Asia & Pacific,Upper middle income,1980,50.0,75,Yes,Yes,Yes,No,1977-1981
8578,8578,TON1981,Tonga,TON,East Asia & Pacific,Upper middle income,1981,50.0,75,Yes,Yes,Yes,No,1977-1981
8579,8579,TON1982,Tonga,TON,East Asia & Pacific,Upper middle income,1982,50.0,75,Yes,Yes,Yes,No,1982-1986
8580,8580,TON1983,Tonga,TON,East Asia & Pacific,Upper middle income,1983,50.0,75,Yes,Yes,Yes,No,1982-1986
8581,8581,TON1984,Tonga,TON,East Asia & Pacific,Upper middle income,1984,50.0,75,Yes,Yes,Yes,No,1982-1986
8582,8582,TON1985,Tonga,TON,East Asia & Pacific,Upper middle income,1985,50.0,75,Yes,Yes,Yes,No,1982-1986
8583,8583,TON1986,Tonga,TON,East Asia & Pacific,Upper middle income,1986,50.0,75,Yes,Yes,Yes,No,1982-1986
8584,8584,TON1987,Tonga,TON,East Asia & Pacific,Upper middle income,1987,50.0,75,Yes,Yes,Yes,No,1987-1991
8585,8585,TON1988,Tonga,TON,East Asia & Pacific,Upper middle income,1988,50.0,75,Yes,Yes,Yes,No,1987-1991
8586,8586,TON1989,Tonga,TON,East Asia & Pacific,Upper middle income,1989,50.0,75,Yes,Yes,Yes,No,1987-1991
8587,8587,TON1990,Tonga,TON,East Asia & Pacific,Upper middle income,1990,50.0,75,Yes,Yes,Yes,No,1987-1991
8588,8588,TON1991,Tonga,TON,East Asia & Pacific,Upper middle income,1991,50.0,75,Yes,Yes,Yes,No,1987-1991
8589,8589,TON1992,Tonga,TON,East Asia & Pacific,Upper middle income,1992,50.0,75,Yes,Yes,Yes,No,1992-1996
8590,8590,TON1993,Tonga,TON,East Asia & Pacific,Upper middle income,1993,50.0,75,Yes,Yes,Yes,No,1992-1996
8591,8591,TON1994,Tonga,TON,East Asia & Pacific,Upper middle income,1994,50.0,75,Yes,Yes,Yes,No,1992-1996
8592,8592,TON1995,Tonga,TON,East Asia & Pacific,Upper middle income,1995,50.0,75,Yes,Yes,Yes,No,1992-1996
8593,8593,TON1996,Tonga,TON,East Asia & Pacific,Upper middle income,1996,50.0,75,Yes,Yes,Yes,No,1992-1996
8594,8594,TON1997,Tonga,TON,East Asia & Pacific,Upper middle income,1997,50.0,75,Yes,Yes,Yes,No,1997-2001
8595,8595,TON1998,Tonga,TON,East Asia & Pacific,Upper middle income,1998,50.0,75,Yes,Yes,Yes,No,1997-2001
8596,8596,TON1999,Tonga,TON,East Asia & Pacific,Upper middle income,1999,50.0,75,Yes,Yes,Yes,No,1997-2001
8597,8597,TON2000,Tonga,TON,East Asia & Pacific,Upper middle income,2000,50.0,75,Yes,Yes,Yes,No,1997-2001
8598,8598,TON2001,Tonga,TON,East Asia & Pacific,Upper middle income,2001,50.0,75,Yes,Yes,Yes,No,1997-2001
8599,8599,TON2002,Tonga,TON,East Asia & Pacific,Upper middle income,2002,50.0,75,Yes,Yes,Yes,No,2002-2006
8600,8600,TON2003,Tonga,TON,East Asia & Pacific,Upper middle income,2003,50.0,75,Yes,Yes,Yes,No,2002-2006
8601,8601,TON2004,Tonga,TON,East Asia & Pacific,Upper middle income,2004,50.0,75,Yes,Yes,Yes,No,2002-2006
8602,8602,TON2005,Tonga,TON,East Asia & Pacific,Upper middle income,2005,50.0,75,Yes,Yes,Yes,No,2002-2006
8603,8603,TON2006,Tonga,TON,East Asia & Pacific,Upper middle income,2006,50.0,75,Yes,Yes,Yes,No,2002-2006
8604,8604,TON2007,Tonga,TON,East Asia & Pacific,Upper middle income,2007,50.0,75,Yes,Yes,Yes,No,2007-2011
8605,8605,TON2008,Tonga,TON,East Asia & Pacific,Upper middle income,2008,50.0,75,Yes,Yes,Yes,No,2007-2011
8606,8606,TON2009,Tonga,TON,East Asia & Pacific,Upper middle income,2009,50.0,75,Yes,Yes,Yes,No,2007-2011
8607,8607,TON2010,Tonga,TON,East Asia & Pacific,Upper middle income,2010,50.0,75,Yes,Yes,Yes,No,2007-2011
8608,8608,TON2011,Tonga,TON,East Asia & Pacific,Upper middle income,2011,50.0,75,Yes,Yes,Yes,No,2007-2011
8609,8609,TON2012,Tonga,TON,East Asia & Pacific,Upper middle income,2012,56.3,75,Yes,Yes,Yes,No,2012-2016
8610,8610,TON2013,Tonga,TON,East Asia & Pacific,Upper middle income,2013,56.3,75,Yes,Yes,Yes,No,2012-2016
8611,8611,TON2014,Tonga,TON,East Asia & Pacific,Upper middle income,2014,56.3,75,Yes,Yes,Yes,No,2012-2016
8612,8612,TON2015,Tonga,TON,East Asia & Pacific,Upper middle income,2015,58.8,75,Yes,Yes,Yes,No,2012-2016
8613,8613,TON2016,Tonga,TON,East Asia & Pacific,Upper middle income,2016,58.8,75,Yes,Yes,Yes,No,2012-2016
8614,8614,TON2017,Tonga,TON,East Asia & Pacific,Upper middle income,2017,58.8,75,Yes,Yes,Yes,No,2017-2021
8615,8615,TON2018,Tonga,TON,East Asia & Pacific,Upper middle income,2018,58.8,75,Yes,Yes,Yes,No,2017-2021
8616,8616,TON2019,Tonga,TON,East Asia & Pacific,Upper middle income,2019,58.8,75,Yes,Yes,Yes,No,2017-2021
8617,8617,TON2020,Tonga,TON,East Asia & Pacific,Upper middle income,2020,58.8,75,Yes,Yes,Yes,No,2017-2021
8618,8618,TON2021,Tonga,TON,East Asia & Pacific,Upper middle income,2021,58.8,75,Yes,Yes,Yes,No,2017-2021
8620,8620,TTO1972,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1972,43.1,75,Yes,Yes,Yes,No,1972-1976
8621,8621,TTO1973,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1973,52.5,75,Yes,Yes,Yes,No,1972-1976
8622,8622,TTO1974,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1974,52.5,75,Yes,Yes,Yes,No,1972-1976
8623,8623,TTO1975,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1975,55.0,75,Yes,Yes,Yes,No,1972-1976
8624,8624,TTO1976,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1976,55.0,75,Yes,Yes,Yes,No,1972-1976
8625,8625,TTO1977,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1977,55.0,75,Yes,Yes,Yes,No,1977-1981
8626,8626,TTO1978,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1978,55.0,75,Yes,Yes,Yes,No,1977-1981
8627,8627,TTO1979,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1979,55.0,75,Yes,Yes,Yes,No,1977-1981
8628,8628,TTO1980,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1980,55.0,75,Yes,Yes,Yes,No,1977-1981
8629,8629,TTO1981,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1981,55.0,75,Yes,Yes,Yes,No,1977-1981
8630,8630,TTO1982,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1982,55.0,75,Yes,Yes,Yes,No,1982-1986
8631,8631,TTO1983,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1983,57.5,75,Yes,Yes,Yes,No,1982-1986
8632,8632,TTO1984,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1984,60.6,75,Yes,Yes,Yes,No,1982-1986
8633,8633,TTO1985,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1985,60.6,75,Yes,Yes,Yes,No,1982-1986
8634,8634,TTO1986,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1986,60.6,75,Yes,Yes,Yes,No,1982-1986
8635,8635,TTO1987,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1987,60.6,75,Yes,Yes,Yes,No,1987-1991
8636,8636,TTO1988,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1988,60.6,75,Yes,Yes,Yes,No,1987-1991
8637,8637,TTO1989,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1989,60.6,75,Yes,Yes,Yes,No,1987-1991
8638,8638,TTO1990,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1990,60.6,75,Yes,Yes,Yes,No,1987-1991
8639,8639,TTO1991,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1991,60.6,75,Yes,Yes,Yes,No,1987-1991
8640,8640,TTO1992,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1992,60.6,75,Yes,Yes,Yes,No,1992-1996
8641,8641,TTO1993,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1993,63.1,75,Yes,Yes,Yes,No,1992-1996
8642,8642,TTO1994,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1994,63.1,75,Yes,Yes,Yes,No,1992-1996
8643,8643,TTO1995,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1995,63.1,75,Yes,Yes,Yes,No,1992-1996
8644,8644,TTO1996,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1996,63.1,75,Yes,Yes,Yes,No,1992-1996
8645,8645,TTO1997,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1997,63.1,75,Yes,Yes,Yes,No,1997-2001
8646,8646,TTO1998,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1998,63.1,75,Yes,Yes,Yes,No,1997-2001
8647,8647,TTO1999,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1999,63.1,75,Yes,Yes,Yes,No,1997-2001
8648,8648,TTO2000,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2000,63.1,75,Yes,Yes,Yes,No,1997-2001
8649,8649,TTO2001,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2001,63.1,75,Yes,Yes,Yes,No,1997-2001
8650,8650,TTO2002,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2002,69.4,100,Yes,Yes,Yes,Yes,2002-2006
8651,8651,TTO2003,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2003,69.4,100,Yes,Yes,Yes,Yes,2002-2006
8652,8652,TTO2004,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2004,69.4,100,Yes,Yes,Yes,Yes,2002-2006
8653,8653,TTO2005,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2005,72.5,100,Yes,Yes,Yes,Yes,2002-2006
8654,8654,TTO2006,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2006,72.5,100,Yes,Yes,Yes,Yes,2002-2006
8655,8655,TTO2007,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2007,72.5,100,Yes,Yes,Yes,Yes,2007-2011
8656,8656,TTO2008,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2008,72.5,100,Yes,Yes,Yes,Yes,2007-2011
8657,8657,TTO2009,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2009,72.5,100,Yes,Yes,Yes,Yes,2007-2011
8658,8658,TTO2010,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2010,72.5,100,Yes,Yes,Yes,Yes,2007-2011
8659,8659,TTO2011,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2011,72.5,100,Yes,Yes,Yes,Yes,2007-2011
8660,8660,TTO2012,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2012,72.5,100,Yes,Yes,Yes,Yes,2012-2016
8661,8661,TTO2013,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2013,72.5,100,Yes,Yes,Yes,Yes,2012-2016
8662,8662,TTO2014,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2014,75.0,100,Yes,Yes,Yes,Yes,2012-2016
8663,8663,TTO2015,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2015,75.0,100,Yes,Yes,Yes,Yes,2012-2016
8664,8664,TTO2016,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2016,75.0,100,Yes,Yes,Yes,Yes,2012-2016
8665,8665,TTO2017,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2017,75.0,100,Yes,Yes,Yes,Yes,2017-2021
8666,8666,TTO2018,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2018,75.0,100,Yes,Yes,Yes,Yes,2017-2021
8667,8667,TTO2019,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2019,75.0,100,Yes,Yes,Yes,Yes,2017-2021
8668,8668,TTO2020,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2020,75.0,100,Yes,Yes,Yes,Yes,2017-2021
8669,8669,TTO2021,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2021,75.0,100,Yes,Yes,Yes,Yes,2017-2021
8671,8671,TUN1972,Tunisia,TUN,Middle East & North Africa,Lower middle income,1972,46.3,75,Yes,Yes,Yes,No,1972-1976
8672,8672,TUN1973,Tunisia,TUN,Middle East & North Africa,Lower middle income,1973,46.3,75,Yes,Yes,Yes,No,1972-1976
8673,8673,TUN1974,Tunisia,TUN,Middle East & North Africa,Lower middle income,1974,46.3,75,Yes,Yes,Yes,No,1972-1976
8674,8674,TUN1975,Tunisia,TUN,Middle East & North Africa,Lower middle income,1975,55.6,75,Yes,Yes,Yes,No,1972-1976
8675,8675,TUN1976,Tunisia,TUN,Middle East & North Africa,Lower middle income,1976,55.6,75,Yes,Yes,Yes,No,1972-1976
8676,8676,TUN1977,Tunisia,TUN,Middle East & North Africa,Lower middle income,1977,55.6,75,Yes,Yes,Yes,No,1977-1981
8677,8677,TUN1978,Tunisia,TUN,Middle East & North Africa,Lower middle income,1978,55.6,75,Yes,Yes,Yes,No,1977-1981
8678,8678,TUN1979,Tunisia,TUN,Middle East & North Africa,Lower middle income,1979,55.6,75,Yes,Yes,Yes,No,1977-1981
8679,8679,TUN1980,Tunisia,TUN,Middle East & North Africa,Lower middle income,1980,55.6,75,Yes,Yes,Yes,No,1977-1981
8680,8680,TUN1981,Tunisia,TUN,Middle East & North Africa,Lower middle income,1981,55.6,75,Yes,Yes,Yes,No,1977-1981
8681,8681,TUN1982,Tunisia,TUN,Middle East & North Africa,Lower middle income,1982,55.6,75,Yes,Yes,Yes,No,1982-1986
8682,8682,TUN1983,Tunisia,TUN,Middle East & North Africa,Lower middle income,1983,55.6,75,Yes,Yes,Yes,No,1982-1986
8683,8683,TUN1984,Tunisia,TUN,Middle East & North Africa,Lower middle income,1984,55.6,75,Yes,Yes,Yes,No,1982-1986
8684,8684,TUN1985,Tunisia,TUN,Middle East & North Africa,Lower middle income,1985,55.6,75,Yes,Yes,Yes,No,1982-1986
8685,8685,TUN1986,Tunisia,TUN,Middle East & North Africa,Lower middle income,1986,55.6,75,Yes,Yes,Yes,No,1982-1986
8686,8686,TUN1987,Tunisia,TUN,Middle East & North Africa,Lower middle income,1987,55.6,75,Yes,Yes,Yes,No,1987-1991
